date,exchange_rate_to_euro,country,currency
2022-04-14,0.19,Brazil,BRL
2022-04-14,0.73,Canada,CAD
2022-04-14,0.73,Denmark,DKK
2022-04-14,0.01,Japan,JPY
2022-04-14,0.01,Norway,NOK
2022-04-14,0.68,Singapore,SGD
2022-04-14,0.1,Sweden,SEK
2022-04-14,1.21,UK,GBP
2022-04-14,0.92,USA,USD
2022-04-15,0.64,Australia,AUD
2022-04-15,0.64,Brazil,BRL
2022-04-15,0.64,Canada,CAD
2022-04-15,0.64,Denmark,DKK
2022-04-15,0.64,Japan,JPY
2022-04-15,0.64,Norway,NOK
2022-04-15,0.64,Singapore,SGD
2022-04-15,0.64,Sweden,SEK
2022-04-15,0.64,UK,GBP
2022-04-15,0.64,USA,USD
2022-04-18,0.64,Australia,AUD
2022-04-18,0.64,Brazil,BRL
2022-04-18,0.64,Canada,CAD
2022-04-18,0.64,Denmark,DKK
2022-04-18,0.64,Japan,JPY
2022-04-18,0.64,Norway,NOK
2022-04-18,0.64,Singapore,SGD
2022-04-18,0.64,Sweden,SEK
2022-04-18,0.64,UK,GBP
2022-04-18,0.64,USA,USD
2022-04-19,0.68,Australia,AUD
2022-04-19,0.2,Brazil,BRL
2022-04-19,0.73,Canada,CAD
2022-04-19,0.13,Denmark,DKK
2022-04-19,0.01,Japan,JPY
2022-04-19,0.11,Norway,NOK
2022-04-19,0.68,Singapore,SGD
2022-04-19,0.1,Sweden,SEK
2022-04-19,1.21,UK,GBP
2022-04-19,0.93,USA,USD
2022-04-20,0.69,Australia,AUD
2022-04-20,0.2,Brazil,BRL
2022-04-20,0.74,Canada,CAD
2022-04-20,0.13,Denmark,DKK
2022-04-20,0.01,Japan,JPY
2022-04-20,0.1,Norway,NOK
2022-04-20,0.68,Singapore,SGD
2022-04-20,0.1,Sweden,SEK
2022-04-20,1.21,UK,GBP
2022-04-20,0.92,USA,USD
2022-04-21,0.68,Australia,AUD
2022-04-21,0.68,Brazil,BRL
2022-04-21,0.73,Canada,CAD
2022-04-21,0.13,Denmark,DKK
2022-04-21,0.01,Japan,JPY
2022-04-21,0.1,Norway,NOK
2022-04-21,0.67,Singapore,SGD
2022-04-21,0.1,Sweden,SEK
2022-04-21,1.2,UK,GBP
2022-04-21,0.92,USA,USD
2022-04-22,0.68,Australia,AUD
2022-04-22,0.2,Brazil,BRL
2022-04-22,0.73,Canada,CAD
2022-04-22,0.13,Denmark,DKK
2022-04-22,0.01,Japan,JPY
2022-04-22,0.1,Norway,NOK
2022-04-22,0.68,Singapore,SGD
2022-04-22,0.1,Sweden,SEK
2022-04-22,1.19,UK,GBP
2022-04-22,0.92,USA,USD
2022-04-25,0.64,Australia,AUD
2022-04-25,0.19,Brazil,BRL
2022-04-25,0.73,Canada,CAD
2022-04-25,0.13,Denmark,DKK
2022-04-25,0.01,Japan,JPY
2022-04-25,0.1,Norway,NOK
2022-04-25,0.68,Singapore,SGD
2022-04-25,0.1,Sweden,SEK
2022-04-25,1.18,UK,GBP
2022-04-25,0.93,USA,USD
2022-04-26,0.68,Australia,AUD
2022-04-26,0.19,Brazil,BRL
2022-04-26,0.73,Canada,CAD
2022-04-26,0.13,Denmark,DKK
2022-04-26,0.01,Japan,JPY
2022-04-26,0.1,Norway,NOK
2022-04-26,0.68,Singapore,SGD
2022-04-26,0.1,Sweden,SEK
2022-04-26,1.19,UK,GBP
2022-04-26,0.94,USA,USD
2022-04-27,0.68,Australia,AUD
2022-04-27,0.19,Brazil,BRL
2022-04-27,0.74,Canada,CAD
2022-04-27,0.13,Denmark,DKK
2022-04-27,0.01,Japan,JPY
2022-04-27,0.1,Norway,NOK
2022-04-27,0.69,Singapore,SGD
2022-04-27,0.1,Sweden,SEK
2022-04-27,1.19,UK,GBP
2022-04-27,0.94,USA,USD
2022-04-28,0.68,Australia,AUD
2022-04-28,0.19,Brazil,BRL
2022-04-28,0.74,Canada,CAD
2022-04-28,0.13,Denmark,DKK
2022-04-28,0.01,Japan,JPY
2022-04-28,0.1,Norway,NOK
2022-04-28,0.69,Singapore,SGD
2022-04-28,0.1,Sweden,SEK
2022-04-28,1.19,UK,GBP
2022-04-28,0.95,USA,USD
2022-04-29,0.68,Australia,AUD
2022-04-29,0.19,Brazil,BRL
2022-04-29,0.74,Canada,CAD
2022-04-29,0.13,Denmark,DKK
2022-04-29,0.01,Japan,JPY
2022-04-29,0.1,Norway,NOK
2022-04-29,0.69,Singapore,SGD
2022-04-29,0.1,Sweden,SEK
2022-04-29,1.19,UK,GBP
2022-04-29,0.95,USA,USD
2022-05-02,0.67,Australia,AUD
2022-05-02,0.19,Brazil,BRL
2022-05-02,0.19,Canada,CAD
2022-05-02,0.13,Denmark,DKK
2022-05-02,0.01,Japan,JPY
2022-05-02,0.1,Norway,NOK
2022-05-02,0.1,Singapore,SGD
2022-05-02,0.1,Sweden,SEK
2022-05-02,0.1,UK,GBP
2022-05-02,0.95,USA,USD
2022-05-03,0.67,Australia,AUD
2022-05-03,0.19,Brazil,BRL
2022-05-03,0.74,Canada,CAD
2022-05-03,0.13,Denmark,DKK
2022-05-03,1,Japan,JPY
2022-05-03,0.1,Norway,NOK
2022-05-03,0.1,Singapore,SGD
2022-05-03,0.1,Sweden,SEK
2022-05-03,1.18,UK,GBP
2022-05-03,0.95,USA,USD
2022-05-04,0.68,Australia,AUD
2022-05-04,0.19,Brazil,BRL
2022-05-04,0.74,Canada,CAD
2022-05-04,0.13,Denmark,DKK
2022-05-04,1,Japan,JPY
2022-05-04,0.1,Norway,NOK
2022-05-04,0.69,Singapore,SGD
2022-05-04,0.1,Sweden,SEK
2022-05-04,1.19,UK,GBP
2022-05-04,0.95,USA,USD
2022-05-05,0.69,Australia,AUD
2022-05-05,0.69,Brazil,BRL
2022-05-05,0.69,Canada,CAD
2022-05-05,0.13,Denmark,DKK
2022-05-05,1,Japan,JPY
2022-05-05,0.1,Norway,NOK
2022-05-05,0.69,Singapore,SGD
2022-05-05,0.1,Sweden,SEK
2022-05-05,1.19,UK,GBP
2022-05-05,0.95,USA,USD
2022-05-06,0.67,Australia,AUD
2022-05-06,0.19,Brazil,BRL
2022-05-06,0.73,Canada,CAD
2022-05-06,0.13,Denmark,DKK
2022-05-06,0.01,Japan,JPY
2022-05-06,0.1,Norway,NOK
2022-05-06,0.68,Singapore,SGD
2022-05-06,0.09,Sweden,SEK
2022-05-06,1.17,UK,GBP
2022-05-06,0.95,USA,USD
2022-05-09,0.66,Australia,AUD
2022-05-09,0.18,Brazil,BRL
2022-05-09,0.73,Canada,CAD
2022-05-09,0.13,Denmark,DKK
2022-05-09,0.01,Japan,JPY
2022-05-09,0.1,Norway,NOK
2022-05-09,0.68,Singapore,SGD
2022-05-09,0.09,Sweden,SEK
2022-05-09,1.17,UK,GBP
2022-05-09,0.95,USA,USD
2022-05-10,0.66,Australia,AUD
2022-05-10,0.18,Brazil,BRL
2022-05-10,0.73,Canada,CAD
2022-05-10,0.13,Denmark,DKK
2022-05-10,0.01,Japan,JPY
2022-05-10,0.1,Norway,NOK
2022-05-10,0.68,Singapore,SGD
2022-05-10,0.09,Sweden,SEK
2022-05-10,1.17,UK,GBP
2022-05-10,0.95,USA,USD
2022-05-11,0.66,Australia,AUD
2022-05-11,0.18,Brazil,BRL
2022-05-11,0.73,Canada,CAD
2022-05-11,0.13,Denmark,DKK
2022-05-11,0.01,Japan,JPY
2022-05-11,0.1,Norway,NOK
2022-05-11,0.68,Singapore,SGD
2022-05-11,0.09,Sweden,SEK
2022-05-11,1.17,UK,GBP
2022-05-11,0.95,USA,USD
2022-05-12,0.66,Australia,AUD
2022-05-12,0.19,Brazil,BRL
2022-05-12,0.74,Canada,CAD
2022-05-12,0.13,Denmark,DKK
2022-05-12,0.01,Japan,JPY
2022-05-12,0.1,Norway,NOK
2022-05-12,0.69,Singapore,SGD
2022-05-12,0.09,Sweden,SEK
2022-05-12,1.17,UK,GBP
2022-05-12,0.96,USA,USD
2022-05-13,0.66,Australia,AUD
2022-05-13,0.19,Brazil,BRL
2022-05-13,0.74,Canada,CAD
2022-05-13,0.74,Denmark,DKK
2022-05-13,0.01,Japan,JPY
2022-05-13,0.01,Norway,NOK
2022-05-13,0.69,Singapore,SGD
2022-05-13,0.1,Sweden,SEK
2022-05-13,1.17,UK,GBP
2022-05-13,0.96,USA,USD
2022-05-16,0.66,Australia,AUD
2022-05-16,0.19,Brazil,BRL
2022-05-16,0.74,Canada,CAD
2022-05-16,0.13,Denmark,DKK
2022-05-16,0.01,Japan,JPY
2022-05-16,0.1,Norway,NOK
2022-05-16,0.1,Singapore,SGD
2022-05-16,0.1,Sweden,SEK
2022-05-16,1.18,UK,GBP
2022-05-16,0.96,USA,USD
2022-05-17,0.66,Australia,AUD
2022-05-17,0.19,Brazil,BRL
2022-05-17,0.74,Canada,CAD
2022-05-17,0.13,Denmark,DKK
2022-05-17,0.01,Japan,JPY
2022-05-17,0.01,Norway,NOK
2022-05-17,0.68,Singapore,SGD
2022-05-17,0.09,Sweden,SEK
2022-05-17,1.18,UK,GBP
2022-05-17,0.95,USA,USD
2022-05-18,0.67,Australia,AUD
2022-05-18,0.19,Brazil,BRL
2022-05-18,0.74,Canada,CAD
2022-05-18,0.13,Denmark,DKK
2022-05-18,0.01,Japan,JPY
2022-05-18,0.1,Norway,NOK
2022-05-18,0.68,Singapore,SGD
2022-05-18,0.1,Sweden,SEK
2022-05-18,1.18,UK,GBP
2022-05-18,0.95,USA,USD
2022-05-19,0.66,Australia,AUD
2022-05-19,0.19,Brazil,BRL
2022-05-19,0.74,Canada,CAD
2022-05-19,0.13,Denmark,DKK
2022-05-19,0.01,Japan,JPY
2022-05-19,0.1,Norway,NOK
2022-05-19,0.69,Singapore,SGD
2022-05-19,0.09,Sweden,SEK
2022-05-19,1.18,UK,GBP
2022-05-19,0.95,USA,USD
2022-05-20,0.67,Australia,AUD
2022-05-20,0.19,Brazil,BRL
2022-05-20,0.74,Canada,CAD
2022-05-20,0.13,Denmark,DKK
2022-05-20,0.01,Japan,JPY
2022-05-20,0.1,Norway,NOK
2022-05-20,0.68,Singapore,SGD
2022-05-20,0.1,Sweden,SEK
2022-05-20,1.18,UK,GBP
2022-05-20,0.95,USA,USD
2022-05-23,0.67,Australia,AUD
2022-05-23,0.2,Brazil,BRL
2022-05-23,0.2,Canada,CAD
2022-05-23,0.13,Denmark,DKK
2022-05-23,0.01,Japan,JPY
2022-05-23,0.1,Norway,NOK
2022-05-23,0.68,Singapore,SGD
2022-05-23,0.09,Sweden,SEK
2022-05-23,1.18,UK,GBP
2022-05-23,0.94,USA,USD
2022-05-24,0.66,Australia,AUD
2022-05-24,0.19,Brazil,BRL
2022-05-24,0.73,Canada,CAD
2022-05-24,0.13,Denmark,DKK
2022-05-24,0.01,Japan,JPY
2022-05-24,0.1,Norway,NOK
2022-05-24,0.68,Singapore,SGD
2022-05-24,0.1,Sweden,SEK
2022-05-24,1.17,UK,GBP
2022-05-24,0.93,USA,USD
2022-05-25,0.67,Australia,AUD
2022-05-25,0.19,Brazil,BRL
2022-05-25,0.73,Canada,CAD
2022-05-25,0.13,Denmark,DKK
2022-05-25,0.01,Japan,JPY
2022-05-25,0.1,Norway,NOK
2022-05-25,0.68,Singapore,SGD
2022-05-25,0.1,Sweden,SEK
2022-05-25,1.17,UK,GBP
2022-05-25,0.94,USA,USD
2022-05-26,0.66,Australia,AUD
2022-05-26,0.19,Brazil,BRL
2022-05-26,0.73,Canada,CAD
2022-05-26,0.73,Denmark,DKK
2022-05-26,0.01,Japan,JPY
2022-05-26,0.01,Norway,NOK
2022-05-26,0.68,Singapore,SGD
2022-05-26,1,Sweden,SEK
2022-05-26,1.18,UK,GBP
2022-05-26,0.93,USA,USD
2022-05-27,0.67,Australia,AUD
2022-05-27,0.2,Brazil,BRL
2022-05-27,0.73,Canada,CAD
2022-05-27,0.73,Denmark,DKK
2022-05-27,0.01,Japan,JPY
2022-05-27,0.1,Norway,NOK
2022-05-27,0.68,Singapore,SGD
2022-05-27,0.09,Sweden,SEK
2022-05-27,1.17,UK,GBP
2022-05-27,0.93,USA,USD
2022-05-31,0.67,Australia,AUD
2022-05-31,0.2,Brazil,BRL
2022-05-31,0.74,Canada,CAD
2022-05-31,0.13,Denmark,DKK
2022-05-31,0.01,Japan,JPY
2022-05-31,0.1,Norway,NOK
2022-05-31,0.68,Singapore,SGD
2022-05-31,0.1,Sweden,SEK
2022-05-31,1.18,UK,GBP
2022-05-31,0.93,USA,USD
2022-06-01,0.67,Australia,AUD
2022-06-01,0.2,Brazil,BRL
2022-06-01,0.74,Canada,CAD
2022-06-01,0.13,Denmark,DKK
2022-06-01,0.01,Japan,JPY
2022-06-01,0.1,Norway,NOK
2022-06-01,0.68,Singapore,SGD
2022-06-01,0.1,Sweden,SEK
2022-06-01,1.18,UK,GBP
2022-06-01,0.93,USA,USD
2022-06-02,0.67,Australia,AUD
2022-06-02,0.2,Brazil,BRL
2022-06-02,0.74,Canada,CAD
2022-06-02,0.13,Denmark,DKK
2022-06-02,0.01,Japan,JPY
2022-06-02,0.1,Norway,NOK
2022-06-02,0.68,Singapore,SGD
2022-06-02,0.1,Sweden,SEK
2022-06-02,0.1,UK,GBP
2022-06-02,0.94,USA,USD
2022-06-03,0.68,Australia,AUD
2022-06-03,0.19,Brazil,BRL
2022-06-03,0.74,Canada,CAD
2022-06-03,0.13,Denmark,DKK
2022-06-03,0.01,Japan,JPY
2022-06-03,0.1,Norway,NOK
2022-06-03,0.68,Singapore,SGD
2022-06-03,0.1,Sweden,SEK
2022-06-03,0.1,UK,GBP
2022-06-03,0.93,USA,USD
2022-06-06,0.67,Australia,AUD
2022-06-06,0.19,Brazil,BRL
2022-06-06,0.74,Canada,CAD
2022-06-06,0.74,Denmark,DKK
2022-06-06,0.01,Japan,JPY
2022-06-06,0.01,Norway,NOK
2022-06-06,0.68,Singapore,SGD
2022-06-06,1,Sweden,SEK
2022-06-06,1.17,UK,GBP
2022-06-06,0.93,USA,USD
2022-06-07,0.67,Australia,AUD
2022-06-07,0.19,Brazil,BRL
2022-06-07,0.75,Canada,CAD
2022-06-07,0.13,Denmark,DKK
2022-06-07,0.01,Japan,JPY
2022-06-07,0.1,Norway,NOK
2022-06-07,0.68,Singapore,SGD
2022-06-07,0.1,Sweden,SEK
2022-06-07,1.17,UK,GBP
2022-06-07,0.94,USA,USD
2022-06-08,0.67,Australia,AUD
2022-06-08,0.19,Brazil,BRL
2022-06-08,0.74,Canada,CAD
2022-06-08,0.13,Denmark,DKK
2022-06-08,0.01,Japan,JPY
2022-06-08,0.1,Norway,NOK
2022-06-08,0.68,Singapore,SGD
2022-06-08,0.09,Sweden,SEK
2022-06-08,1.17,UK,GBP
2022-06-08,0.93,USA,USD
2022-06-09,0.67,Australia,AUD
2022-06-09,0.19,Brazil,BRL
2022-06-09,0.74,Canada,CAD
2022-06-09,0.13,Denmark,DKK
2022-06-09,0.01,Japan,JPY
2022-06-09,0.1,Norway,NOK
2022-06-09,0.68,Singapore,SGD
2022-06-09,0.09,Sweden,SEK
2022-06-09,1.17,UK,GBP
2022-06-09,0.93,USA,USD
2022-06-10,0.67,Australia,AUD
2022-06-10,0.19,Brazil,BRL
2022-06-10,0.74,Canada,CAD
2022-06-10,0.13,Denmark,DKK
2022-06-10,0.01,Japan,JPY
2022-06-10,0.1,Norway,NOK
2022-06-10,0.68,Singapore,SGD
2022-06-10,0.1,Sweden,SEK
2022-06-10,1.18,UK,GBP
2022-06-10,0.95,USA,USD
2022-06-13,0.64,Australia,AUD
2022-06-13,0.19,Brazil,BRL
2022-06-13,0.19,Canada,CAD
2022-06-13,0.13,Denmark,DKK
2022-06-13,0.01,Japan,JPY
2022-06-13,0.1,Norway,NOK
2022-06-13,0.69,Singapore,SGD
2022-06-13,0.1,Sweden,SEK
2022-06-13,1.17,UK,GBP
2022-06-13,0.96,USA,USD
2022-06-14,0.67,Australia,AUD
2022-06-14,0.67,Brazil,BRL
2022-06-14,0.67,Canada,CAD
2022-06-14,0.67,Denmark,DKK
2022-06-14,0.01,Japan,JPY
2022-06-14,0.01,Norway,NOK
2022-06-14,0.69,Singapore,SGD
2022-06-14,0.09,Sweden,SEK
2022-06-14,1.16,UK,GBP
2022-06-14,0.96,USA,USD
2022-06-15,0.66,Australia,AUD
2022-06-15,0.66,Brazil,BRL
2022-06-15,0.66,Canada,CAD
2022-06-15,0.13,Denmark,DKK
2022-06-15,0.01,Japan,JPY
2022-06-15,0.1,Norway,NOK
2022-06-15,0.69,Singapore,SGD
2022-06-15,0.09,Sweden,SEK
2022-06-15,1.16,UK,GBP
2022-06-15,0.96,USA,USD
2022-06-16,0.67,Australia,AUD
2022-06-16,0.67,Brazil,BRL
2022-06-16,0.67,Canada,CAD
2022-06-16,0.67,Denmark,DKK
2022-06-16,0.01,Japan,JPY
2022-06-16,0.1,Norway,NOK
2022-06-16,0.69,Singapore,SGD
2022-06-16,0.09,Sweden,SEK
2022-06-16,1.16,UK,GBP
2022-06-16,0.96,USA,USD
2022-06-17,0.67,Australia,AUD
2022-06-17,0.67,Brazil,BRL
2022-06-17,0.67,Canada,CAD
2022-06-17,0.67,Denmark,DKK
2022-06-17,0.01,Japan,JPY
2022-06-17,0.01,Norway,NOK
2022-06-17,0.69,Singapore,SGD
2022-06-17,0.09,Sweden,SEK
2022-06-17,1.17,UK,GBP
2022-06-17,0.95,USA,USD
2022-06-21,0.66,Australia,AUD
2022-06-21,0.18,Brazil,BRL
2022-06-21,0.73,Canada,CAD
2022-06-21,0.13,Denmark,DKK
2022-06-21,0.01,Japan,JPY
2022-06-21,0.1,Norway,NOK
2022-06-21,0.68,Singapore,SGD
2022-06-21,0.09,Sweden,SEK
2022-06-21,1.16,UK,GBP
2022-06-21,0.95,USA,USD
2022-06-22,0.66,Australia,AUD
2022-06-22,0.18,Brazil,BRL
2022-06-22,0.73,Canada,CAD
2022-06-22,0.13,Denmark,DKK
2022-06-22,0.01,Japan,JPY
2022-06-22,0.1,Norway,NOK
2022-06-22,0.68,Singapore,SGD
2022-06-22,0.09,Sweden,SEK
2022-06-22,1.16,UK,GBP
2022-06-22,0.95,USA,USD
2022-06-23,0.66,Australia,AUD
2022-06-23,0.18,Brazil,BRL
2022-06-23,0.73,Canada,CAD
2022-06-23,0.13,Denmark,DKK
2022-06-23,0.01,Japan,JPY
2022-06-23,0.1,Norway,NOK
2022-06-23,0.69,Singapore,SGD
2022-06-23,0.09,Sweden,SEK
2022-06-23,1.16,UK,GBP
2022-06-23,0.95,USA,USD
2022-06-24,0.66,Australia,AUD
2022-06-24,0.18,Brazil,BRL
2022-06-24,0.73,Canada,CAD
2022-06-24,0.13,Denmark,DKK
2022-06-24,0.01,Japan,JPY
2022-06-24,0.1,Norway,NOK
2022-06-24,0.68,Singapore,SGD
2022-06-24,1,Sweden,SEK
2022-06-24,1.17,UK,GBP
2022-06-24,0.95,USA,USD
2022-06-27,0.66,Australia,AUD
2022-06-27,0.18,Brazil,BRL
2022-06-27,0.73,Canada,CAD
2022-06-27,0.13,Denmark,DKK
2022-06-27,0.01,Japan,JPY
2022-06-27,0.1,Norway,NOK
2022-06-27,0.68,Singapore,SGD
2022-06-27,0.09,Sweden,SEK
2022-06-27,1.16,UK,GBP
2022-06-27,0.95,USA,USD
2022-06-28,0.66,Australia,AUD
2022-06-28,0.18,Brazil,BRL
2022-06-28,0.74,Canada,CAD
2022-06-28,0.13,Denmark,DKK
2022-06-28,0.01,Japan,JPY
2022-06-28,0.1,Norway,NOK
2022-06-28,0.68,Singapore,SGD
2022-06-28,0.09,Sweden,SEK
2022-06-28,1.16,UK,GBP
2022-06-28,0.95,USA,USD
2022-06-29,0.66,Australia,AUD
2022-06-29,0.18,Brazil,BRL
2022-06-29,0.74,Canada,CAD
2022-06-29,0.13,Denmark,DKK
2022-06-29,0.01,Japan,JPY
2022-06-29,0.1,Norway,NOK
2022-06-29,0.69,Singapore,SGD
2022-06-29,0.09,Sweden,SEK
2022-06-29,1.16,UK,GBP
2022-06-29,0.95,USA,USD
2022-06-30,0.66,Australia,AUD
2022-06-30,0.18,Brazil,BRL
2022-06-30,0.75,Canada,CAD
2022-06-30,0.13,Denmark,DKK
2022-06-30,0.01,Japan,JPY
2022-06-30,0.1,Norway,NOK
2022-06-30,0.69,Singapore,SGD
2022-06-30,0.09,Sweden,SEK
2022-06-30,1.17,UK,GBP
2022-06-30,0.96,USA,USD
2022-07-01,0.66,Australia,AUD
2022-07-01,0.18,Brazil,BRL
2022-07-01,0.18,Canada,CAD
2022-07-01,0.13,Denmark,DKK
2022-07-01,0.01,Japan,JPY
2022-07-01,0.1,Norway,NOK
2022-07-01,0.69,Singapore,SGD
2022-07-01,0.09,Sweden,SEK
2022-07-01,1.16,UK,GBP
2022-07-01,0.96,USA,USD
2022-07-04,0.66,Australia,AUD
2022-07-04,0.18,Brazil,BRL
2022-07-04,0.18,Canada,CAD
2022-07-04,0.13,Denmark,DKK
2022-07-04,0.01,Japan,JPY
2022-07-04,0.1,Norway,NOK
2022-07-04,0.69,Singapore,SGD
2022-07-04,0.09,Sweden,SEK
2022-07-04,1.16,UK,GBP
2022-07-04,0.96,USA,USD
2022-07-05,0.67,Australia,AUD
2022-07-05,0.18,Brazil,BRL
2022-07-05,0.75,Canada,CAD
2022-07-05,0.13,Denmark,DKK
2022-07-05,0.01,Japan,JPY
2022-07-05,0.1,Norway,NOK
2022-07-05,0.7,Singapore,SGD
2022-07-05,0.09,Sweden,SEK
2022-07-05,1.17,UK,GBP
2022-07-05,0.97,USA,USD
2022-07-06,0.67,Australia,AUD
2022-07-06,0.18,Brazil,BRL
2022-07-06,0.75,Canada,CAD
2022-07-06,0.13,Denmark,DKK
2022-07-06,0.01,Japan,JPY
2022-07-06,0.1,Norway,NOK
2022-07-06,0.7,Singapore,SGD
2022-07-06,0.09,Sweden,SEK
2022-07-06,1.17,UK,GBP
2022-07-06,0.98,USA,USD
2022-07-07,0.67,Australia,AUD
2022-07-07,0.18,Brazil,BRL
2022-07-07,0.76,Canada,CAD
2022-07-07,0.13,Denmark,DKK
2022-07-07,0.01,Japan,JPY
2022-07-07,0.1,Norway,NOK
2022-07-07,0.7,Singapore,SGD
2022-07-07,0.09,Sweden,SEK
2022-07-07,1.18,UK,GBP
2022-07-07,0.98,USA,USD
2022-07-08,0.67,Australia,AUD
2022-07-08,0.19,Brazil,BRL
2022-07-08,0.19,Canada,CAD
2022-07-08,0.13,Denmark,DKK
2022-07-08,0.01,Japan,JPY
2022-07-08,0.1,Norway,NOK
2022-07-08,0.7,Singapore,SGD
2022-07-08,0.09,Sweden,SEK
2022-07-08,1.18,UK,GBP
2022-07-08,0.98,USA,USD
2022-07-09,0.67,Australia,AUD
2022-07-09,0.19,Brazil,BRL
2022-07-09,0.19,Canada,CAD
2022-07-09,0.13,Denmark,DKK
2022-07-09,0.01,Japan,JPY
2022-07-09,0.1,Norway,NOK
2022-07-09,0.7,Singapore,SGD
2022-07-09,0.09,Sweden,SEK
2022-07-09,1.18,UK,GBP
2022-07-09,0.98,USA,USD
2022-07-11,0.67,Australia,AUD
2022-07-11,0.19,Brazil,BRL
2022-07-11,0.76,Canada,CAD
2022-07-11,0.13,Denmark,DKK
2022-07-11,0.01,Japan,JPY
2022-07-11,0.1,Norway,NOK
2022-07-11,0.1,Singapore,SGD
2022-07-11,0.09,Sweden,SEK
2022-07-11,1.18,UK,GBP
2022-07-11,0.99,USA,USD
2022-07-12,0.67,Australia,AUD
2022-07-12,0.18,Brazil,BRL
2022-07-12,0.77,Canada,CAD
2022-07-12,0.13,Denmark,DKK
2022-07-12,0.01,Japan,JPY
2022-07-12,0.1,Norway,NOK
2022-07-12,0.71,Singapore,SGD
2022-07-12,0.09,Sweden,SEK
2022-07-12,1.18,UK,GBP
2022-07-12,1,USA,USD
2022-07-13,0.67,Australia,AUD
2022-07-13,0.18,Brazil,BRL
2022-07-13,0.77,Canada,CAD
2022-07-13,0.13,Denmark,DKK
2022-07-13,0.01,Japan,JPY
2022-07-13,0.1,Norway,NOK
2022-07-13,0.71,Singapore,SGD
2022-07-13,0.09,Sweden,SEK
2022-07-13,1.18,UK,GBP
2022-07-13,0.99,USA,USD
2022-07-14,0.68,Australia,AUD
2022-07-14,0.18,Brazil,BRL
2022-07-14,0.76,Canada,CAD
2022-07-14,0.13,Denmark,DKK
2022-07-14,0.01,Japan,JPY
2022-07-14,0.1,Norway,NOK
2022-07-14,0.72,Singapore,SGD
2022-07-14,0.09,Sweden,SEK
2022-07-14,1.18,UK,GBP
2022-07-14,1,USA,USD
2022-07-15,0.64,Australia,AUD
2022-07-15,0.64,Brazil,BRL
2022-07-15,0.64,Canada,CAD
2022-07-15,0.64,Denmark,DKK
2022-07-15,0.01,Japan,JPY
2022-07-15,0.01,Norway,NOK
2022-07-15,0.01,Singapore,SGD
2022-07-15,1,Sweden,SEK
2022-07-15,1.18,UK,GBP
2022-07-17,0.67,Australia,AUD
2022-07-17,0.18,Brazil,BRL
2022-07-17,0.76,Canada,CAD
2022-07-17,0.13,Denmark,DKK
2022-07-17,1,Japan,JPY
2022-07-17,0.1,Norway,NOK
2022-07-17,0.71,Singapore,SGD
2022-07-17,0.09,Sweden,SEK
2022-07-17,1.18,UK,GBP
2022-07-15,0.99,USA,USD
2022-07-17,0.99,USA,USD
2022-07-18,0.67,Australia,AUD
2022-07-18,0.18,Brazil,BRL
2022-07-18,0.76,Canada,CAD
2022-07-18,0.13,Denmark,DKK
2022-07-18,1,Japan,JPY
2022-07-18,0.1,Norway,NOK
2022-07-18,0.71,Singapore,SGD
2022-07-18,0.09,Sweden,SEK
2022-07-18,1.18,UK,GBP
2022-07-18,0.99,USA,USD
2022-07-19,0.67,Australia,AUD
2022-07-19,0.18,Brazil,BRL
2022-07-19,0.76,Canada,CAD
2022-07-19,0.13,Denmark,DKK
2022-07-19,0.01,Japan,JPY
2022-07-19,0.1,Norway,NOK
2022-07-19,0.7,Singapore,SGD
2022-07-19,0.09,Sweden,SEK
2022-07-19,1.17,UK,GBP
2022-07-19,0.98,USA,USD
2022-07-20,0.68,Australia,AUD
2022-07-20,0.18,Brazil,BRL
2022-07-20,0.76,Canada,CAD
2022-07-20,0.13,Denmark,DKK
2022-07-20,0.01,Japan,JPY
2022-07-20,0.1,Norway,NOK
2022-07-20,0.7,Singapore,SGD
2022-07-20,0.1,Sweden,SEK
2022-07-20,1.17,UK,GBP
2022-07-20,0.98,USA,USD
2022-07-21,0.68,Australia,AUD
2022-07-21,0.18,Brazil,BRL
2022-07-21,0.76,Canada,CAD
2022-07-21,0.13,Denmark,DKK
2022-07-21,0.01,Japan,JPY
2022-07-21,0.1,Norway,NOK
2022-07-21,0.7,Singapore,SGD
2022-07-21,0.1,Sweden,SEK
2022-07-21,1.17,UK,GBP
2022-07-21,0.98,USA,USD
2022-07-22,0.68,Australia,AUD
2022-07-22,0.18,Brazil,BRL
2022-07-22,0.76,Canada,CAD
2022-07-22,0.13,Denmark,DKK
2022-07-22,0.01,Japan,JPY
2022-07-22,0.1,Norway,NOK
2022-07-22,0.71,Singapore,SGD
2022-07-22,0.1,Sweden,SEK
2022-07-22,1.17,UK,GBP
2022-07-22,0.98,USA,USD
2022-07-23,0.68,Australia,AUD
2022-07-23,0.18,Brazil,BRL
2022-07-23,0.76,Canada,CAD
2022-07-23,0.13,Denmark,DKK
2022-07-23,0.01,Japan,JPY
2022-07-23,0.1,Norway,NOK
2022-07-23,0.71,Singapore,SGD
2022-07-23,0.1,Sweden,SEK
2022-07-23,1.17,UK,GBP
2022-07-23,0.98,USA,USD
2022-07-24,0.67,Australia,AUD
2022-07-24,0.18,Brazil,BRL
2022-07-24,0.76,Canada,CAD
2022-07-24,0.13,Denmark,DKK
